line,match
"125212, г. Москва, Ленинградское шоссе, 45б, стр. 2 (м. Водный стадион или м. Речной вокзал)","Match(start=0, stop=51, fact=Addr(parts=[AddrPart(value='125212', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Ленинградское', type='шоссе'), AddrPart(value='2', type='строение')]))"
"Адрес: 600015, г.Владимир, ул. Диктора Левитана, 4","Match(start=7, stop=47, fact=Addr(parts=[AddrPart(value='600015', type='индекс'), AddrPart(value='Владимир', type='город'), AddrPart(value='Диктора Левитана', type='улица')]))"
"г. Белогорск, ул. Луначарского, 50","Match(start=0, stop=30, fact=Addr(parts=[AddrPart(value='Белогорск', type='город'), AddrPart(value='Луначарского', type='улица')]))"
"Все права защищены | 167026, Республика Коми, г. Сыктывкар, Эжвинский район, ул. Слободская, 3","Match(start=21, stop=91, fact=Addr(parts=[AddrPart(value='167026', type='индекс'), AddrPart(value='Коми', type='республика'), AddrPart(value='Сыктывкар', type='город'), AddrPart(value='Эжвинский', type='район'), AddrPart(value='Слободская', type='улица')]))"
Москва ул. Авиаторов д. 38,"Match(start=0, stop=26, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='Авиаторов', type='улица'), AddrPart(value='38', type='дом')]))"
"г. Самара, ул. А.-Овсеенко, 53а, оф. 223","Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='Самара', type='город'), AddrPart(value='А', type='улица'), AddrPart(value='223', type='офис')]))"
"Мы расположены Краснодаркий край, Анапа г., ул. Гребенская, 3а. тел.: (86133) 5-65-71","Match(start=44, stop=58, fact=Addr(parts=[AddrPart(value='Гребенская', type='улица')]))"
"Зеленоград: пр-д 4806, д. 5, стр. 20","Match(start=23, stop=36, fact=Addr(parts=[AddrPart(value='5', type='дом'), AddrPart(value='20', type='строение')]))"
"г. Екатеринбург, пос. Исток, ул. Овощная 1к","Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Исток', type='посёлок'), AddrPart(value='Овощная', type='улица')]))"
"г. Дубна Московской области, ул. Ленина, 39 (в здании школы №10","Match(start=0, stop=39, fact=Addr(parts=[AddrPart(value='Дубна', type='город'), AddrPart(value='Московской', type='область'), AddrPart(value='Ленина', type='улица')]))"
"446250, Самарская область, Безенчукский район, п.г.т. Безенчук,  ул. Нефтяников 11,  каб. 7, 18","Match(start=0, stop=79, fact=Addr(parts=[AddrPart(value='446250', type='индекс'), AddrPart(value='Самарская', type='область'), AddrPart(value='Безенчукский', type='район'), AddrPart(value='Безенчук', type='посёлок'), AddrPart(value='Нефтяников', type='улица')]))"
"г. Самара, ул. Московское Шоссе, д.55, 10 эт.,оф.1023","Match(start=0, stop=53, fact=Addr(parts=[AddrPart(value='Самара', type='город'), AddrPart(value='Московское Шоссе', type='улица'), AddrPart(value='55', type='дом'), AddrPart(value='1023', type='офис')]))"
"""461040, РОССИЙСКАЯ ФЕДЕРАЦИЯ ОРЕНБУРГСКАЯ ОБЛАСТЬ, Г.БУЗУЛУК, УЛ.МАГИСТРАЛЬНАЯ, 2""""А","Match(start=1, stop=61, fact=Addr(parts=[AddrPart(value='461040', type='индекс'), AddrPart(value='ОРЕНБУРГСКАЯ', type='область'), AddrPart(value='БУЗУЛУК', type='город')]))"
"Юридический и почтовый адрес:659391, Алтайский край, г. Бийск, ул.Стадионная, 17,","Match(start=29, stop=76, fact=Addr(parts=[AddrPart(value='659391', type='индекс'), AddrPart(value='Алтайский', type='край'), AddrPart(value='Бийск', type='город'), AddrPart(value='Стадионная', type='улица')]))"
"ОАО «Гипермаркет «Кольцо» |  г. Казань, ул. Петербургская, д. 1","Match(start=29, stop=63, fact=Addr(parts=[AddrPart(value='Казань', type='город'), AddrPart(value='Петербургская', type='улица'), AddrPart(value='1', type='дом')]))"
"Адрес: 620017, г. Екатеринбург, ул. Артинская, 23 Б","Match(start=7, stop=45, fact=Addr(parts=[AddrPart(value='620017', type='индекс'), AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Артинская', type='улица')]))"
"ТК): Россия, г. Иваново, Кохомское шоссе, 1д","Match(start=13, stop=40, fact=Addr(parts=[AddrPart(value='Иваново', type='город'), AddrPart(value='Кохомское', type='шоссе')]))"
"п. Ленинское, ул. Фрунзе, д. 21/в","Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Ленинское', type='посёлок'), AddrPart(value='Фрунзе', type='улица'), AddrPart(value='21/в', type='дом')]))"
"""ул. Маршала Говорова, дом 37, корпус 2, вход с Химического переулка, д.4 ООО """"ДиПос Санкт-Петербург""","Match(start=1, stop=101, fact=Addr(parts=[AddrPart(value='Маршала Говорова', type='улица'), AddrPart(value='37', type='дом'), AddrPart(value='2', type='корпус'), AddrPart(value='Химического переулка', type='сад'), AddrPart(value='4', type='дом'), AddrPart(value='Санкт-Петербург', type=None)]))"
"ул. Гагарина, д. 75","Match(start=0, stop=19, fact=Addr(parts=[AddrPart(value='Гагарина', type='улица'), AddrPart(value='75', type='дом')]))"
"г. Новосибирск, ул. Романова, 39 офис 203","Match(start=0, stop=41, fact=Addr(parts=[AddrPart(value='Новосибирск', type='город'), AddrPart(value='Романова', type='улица'), AddrPart(value='203', type='офис')]))"
"460000, г.Оренбург, ул. Кобозева 51","Match(start=0, stop=32, fact=Addr(parts=[AddrPart(value='460000', type='индекс'), AddrPart(value='Оренбург', type='город'), AddrPart(value='Кобозева', type='улица')]))"
"652700, Кемеровская область, г.Киселевск, ул.Промышленная, 1","Match(start=0, stop=57, fact=Addr(parts=[AddrPart(value='652700', type='индекс'), AddrPart(value='Кемеровская', type='область'), AddrPart(value='Киселевск', type='город'), AddrPart(value='Промышленная', type='улица')]))"
"115191, г. Москва, 2-я Рощинская ул., д.4, офис 309","Match(start=0, stop=51, fact=Addr(parts=[AddrPart(value='115191', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='2-я Рощинская', type='улица'), AddrPart(value='4', type='дом'), AddrPart(value='309', type='офис')]))"
"г Ярцево, ул 2-я Машиностроительная, стр. 7","Match(start=0, stop=43, fact=Addr(parts=[AddrPart(value='Ярцево', type='город'), AddrPart(value='2-я Машиностроительная', type='улица'), AddrPart(value='7', type='строение')]))"
"Адрес: Москва, 129626, ул. Новоалексеевская д. 21/1","Match(start=7, stop=51, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='129626', type='индекс'), AddrPart(value='Новоалексеевская', type='улица'), AddrPart(value='21/1', type='дом')]))"
Схема проезда г.Нижний Новгород ул.Новикова-Прибоя д.4 А,"Match(start=14, stop=56, fact=Addr(parts=[AddrPart(value='Нижний Новгород', type='город'), AddrPart(value='Новикова-Прибоя', type='улица'), AddrPart(value='4 А', type='дом')]))"
"191023, Санкт-Петербург, ул. Зодчего Росси, д. 1/3, офис 308","Match(start=0, stop=60, fact=Addr(parts=[AddrPart(value='191023', type='индекс'), AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Зодчего Росси', type='улица'), AddrPart(value='1/3', type='дом'), AddrPart(value='308', type='офис')]))"
"125040 г. Москва, метро Белорусская, 3-я ул. Ямского поля, дом 2, корпус 13, офис 216 (2","Match(start=0, stop=85, fact=Addr(parts=[AddrPart(value='125040', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='3-я', type='улица'), AddrPart(value='2', type='дом'), AddrPart(value='13', type='корпус'), AddrPart(value='216', type='офис')]))"
"238710, Калининградская область, г. Неман, ул. Советская, 23","Match(start=0, stop=56, fact=Addr(parts=[AddrPart(value='238710', type='индекс'), AddrPart(value='Калининградская', type='область'), AddrPart(value='Неман', type='город'), AddrPart(value='Советская', type='улица')]))"
"""улица Минеральная, дом 13","Match(start=1, stop=26, fact=Addr(parts=[AddrPart(value='Минеральная', type='улица'), AddrPart(value='13', type='дом')]))"
"г. Москва, пер. Сивцев Вражек, д. 41","Match(start=0, stop=36, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='Сивцев Вражек', type='переулок'), AddrPart(value='41', type='дом')]))"
"г. Карабаш, ул. Металлургов, 3, каб.417","Match(start=0, stop=27, fact=Addr(parts=[AddrPart(value='Карабаш', type='город'), AddrPart(value='Металлургов', type='улица')]))"
"г. Рязань, Южный промузел, 13«В», стр 7, лит 3","Match(start=0, stop=39, fact=Addr(parts=[AddrPart(value='Рязань', type='город'), AddrPart(value='7', type='строение')]))"
"> Юридический адрес: 628600, Ханты-Мансийский Автономный округ-Югра, г. Нижневартовск, ул. Индустриальная, Западный промышленный узел, 34А, панель 17.","Match(start=21, stop=105, fact=Addr(parts=[AddrPart(value='628600', type='индекс'), AddrPart(value='Ханты-Мансийский', type='автономный округ'), AddrPart(value='Нижневартовск', type='город'), AddrPart(value='Индустриальная', type='улица')]))"
"Фактический адрес:| 628616, ХМАО-ЮГРА, г. Нижневартовск, ЗПУ, панель 15, ул. Индустриальная, д. 44 стр. 4","Match(start=20, stop=105, fact=Addr(parts=[AddrPart(value='628616', type='индекс'), AddrPart(value='ХМАО-ЮГРА', type=None), AddrPart(value='Нижневартовск', type='город'), AddrPart(value='Индустриальная', type='улица'), AddrPart(value='44', type='дом'), AddrPart(value='4', type='строение')]))"
"25.07.2017 19:49 | Скидка 10% | Янтилин Руслан Азаматович | АЗС № 02-219, Республика Башкортостан, г.Уфа, Октябрьский район, ул.50 лет СССР","Match(start=74, stop=139, fact=Addr(parts=[AddrPart(value='Башкортостан', type='республика'), AddrPart(value='Уфа', type='город'), AddrPart(value='Октябрьский', type='район'), AddrPart(value='50 лет СССР', type='улица')]))"
"Владимирская обл., г. Гороховец, ул. Ленина, д. 22","Match(start=0, stop=50, fact=Addr(parts=[AddrPart(value='Владимирская', type='область'), AddrPart(value='Гороховец', type='город'), AddrPart(value='Ленина', type='улица'), AddrPart(value='22', type='дом')]))"
"Юр.адрес: 426039 Россия, УР, г. Ижевск, ул. Новосмирновская, 22а","Match(start=10, stop=59, fact=Addr(parts=[AddrPart(value='426039', type='индекс'), AddrPart(value='Ижевск', type='город'), AddrPart(value='Новосмирновская', type='улица')]))"
"Адрес: г. Кировск, ул. Солнечная, д 8. Тел.: +7 (81555) 9-28-36","Match(start=7, stop=32, fact=Addr(parts=[AddrPart(value='Кировск', type='город'), AddrPart(value='Солнечная', type='улица')]))"
"ул. Бежицкая д.70, оф. 6","Match(start=13, stop=24, fact=Addr(parts=[AddrPart(value='70', type='дом'), AddrPart(value='6', type='офис')]))"
"г. Челябинск, ул. Строительная, 25/1","Match(start=0, stop=30, fact=Addr(parts=[AddrPart(value='Челябинск', type='город'), AddrPart(value='Строительная', type='улица')]))"
"117105, Москва, ст. метро «Нагатинская», 1-й Нагатинский проезд, д. 6","Match(start=0, stop=69, fact=Addr(parts=[AddrPart(value='117105', type='индекс'), AddrPart(value='Москва', type=None), AddrPart(value='1-й Нагатинский', type='проезд'), AddrPart(value='6', type='дом')]))"
"г.Челябинск, ул.Труда, 82А - 408","Match(start=0, stop=21, fact=Addr(parts=[AddrPart(value='Челябинск', type='город'), AddrPart(value='Труда', type='улица')]))"
"420026, г. Оренбург, Проспект Победы, д. 132, кв. 26","Match(start=0, stop=52, fact=Addr(parts=[AddrPart(value='420026', type='индекс'), AddrPart(value='Оренбург', type='город'), AddrPart(value='Победы', type='проспект'), AddrPart(value='132', type='дом'), AddrPart(value='26', type='квартира')]))"
"Место проведения аттестации: Издательство «Слово» (3 этаж ), ул. Волжская, д.28.","Match(start=61, stop=79, fact=Addr(parts=[AddrPart(value='Волжская', type='улица'), AddrPart(value='28', type='дом')]))"
"Почтовый адрес: 309000, Белгородская область, п. Прохоровка, ул. Советская, 89","Match(start=16, stop=74, fact=Addr(parts=[AddrPart(value='309000', type='индекс'), AddrPart(value='Белгородская', type='область'), AddrPart(value='Прохоровка', type='посёлок'), AddrPart(value='Советская', type='улица')]))"
"346400, Ростовская область, г. Новочеркасск, пр.Баклановский 31","Match(start=0, stop=60, fact=Addr(parts=[AddrPart(value='346400', type='индекс'), AddrPart(value='Ростовская', type='область'), AddrPart(value='Новочеркасск', type='город'), AddrPart(value='Баклановский', type='проезд')]))"
"391300, Рязанская область, г. Касимов, ул. Свердлова, д.98-а","Match(start=0, stop=60, fact=Addr(parts=[AddrPart(value='391300', type='индекс'), AddrPart(value='Рязанская', type='область'), AddrPart(value='Касимов', type='город'), AddrPart(value='Свердлова', type='улица'), AddrPart(value='98-а', type='дом')]))"
"Юридический адрес: 198097 г. Санкт-Петербург, пр. Стачек д. 47, лит. БЖ","Match(start=19, stop=62, fact=Addr(parts=[AddrPart(value='198097', type='индекс'), AddrPart(value='Санкт-Петербург', type='город'), AddrPart(value='Стачек', type='проезд'), AddrPart(value='47', type='дом')]))"
Адрес:| поселок Свердловский ул. Строителей дом 12,"Match(start=8, stop=50, fact=Addr(parts=[AddrPart(value='Свердловский', type='посёлок'), AddrPart(value='Строителей', type='улица'), AddrPart(value='12', type='дом')]))"
"г. Санкт-Петербург, Пушкинский р-н, пос. Шушары, ул. Ленина,  д. 1БА (около 1 км от КАД","Match(start=0, stop=66, fact=Addr(parts=[AddrPart(value='Санкт-Петербург', type='город'), AddrPart(value='Пушкинский', type='район'), AddrPart(value='Шушары', type='посёлок'), AddrPart(value='Ленина', type='улица'), AddrPart(value='1', type='дом')]))"
"Мар ТехноСамНарьян-Мар, ул. Полярная, д. 9Телефон: +7 (81853) 4-39-06Сайт: http://www.yamaha29""","Match(start=24, stop=42, fact=Addr(parts=[AddrPart(value='Полярная', type='улица'), AddrPart(value='9', type='дом')]))"
"620141, Свердловская область, город Екатеринбург, улица Пехотинцев, 3","Match(start=0, stop=66, fact=Addr(parts=[AddrPart(value='620141', type='индекс'), AddrPart(value='Свердловская', type='область'), AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Пехотинцев', type='улица')]))"
"г. Кострома, ул. Осыпная, д. 4, оф. 23""","Match(start=0, stop=38, fact=Addr(parts=[AddrPart(value='Кострома', type='город'), AddrPart(value='Осыпная', type='улица'), AddrPart(value='4', type='дом'), AddrPart(value='23', type='офис')]))"
"г. Нижний Новгород, ул. Юлиуса Фучика, д. 100, п. 1","Match(start=0, stop=45, fact=Addr(parts=[AddrPart(value='Нижний Новгород', type='город'), AddrPart(value='Юлиуса Фучика', type='улица'), AddrPart(value='100', type='дом')]))"
"пр-т Ленина, д.62, офис 204","Match(start=0, stop=27, fact=Addr(parts=[AddrPart(value='Ленина', type='проспект'), AddrPart(value='62', type='дом'), AddrPart(value='204', type='офис')]))"
"ул. Ленина, д. 9","Match(start=0, stop=16, fact=Addr(parts=[AddrPart(value='Ленина', type='улица'), AddrPart(value='9', type='дом')]))"
"UHR1363  |  676770, Амурская обл., г. Райчихинск, ул. Победы 28 т. (41647) 7-42-39","Match(start=12, stop=60, fact=Addr(parts=[AddrPart(value='676770', type='индекс'), AddrPart(value='Амурская', type='область'), AddrPart(value='Райчихинск', type='город'), AddrPart(value='Победы', type='улица')]))"
"641030, Курганская область, Сафакулевский район, с.Сафакулево, ул.Чапаева, 6 |  (35243) 21041 эл","Match(start=0, stop=73, fact=Addr(parts=[AddrPart(value='641030', type='индекс'), AddrPart(value='Курганская', type='область'), AddrPart(value='Сафакулевский', type='район'), AddrPart(value='Сафакулево', type='село'), AddrPart(value='Чапаева', type='улица')]))"
"109652, Москва ул. Поречная 5/14","Match(start=0, stop=27, fact=Addr(parts=[AddrPart(value='109652', type='индекс'), AddrPart(value='Москва', type=None), AddrPart(value='Поречная', type='улица')]))"
"Наш адрес: МО, г.Подольск, Домодедовское ш., д.7","Match(start=15, stop=48, fact=Addr(parts=[AddrPart(value='Подольск', type='город'), AddrPart(value='Домодедовское', type='шоссе'), AddrPart(value='7', type='дом')]))"
"ул. 9-го Января, д.36, тел. 8(473) 276-53-99, email: info@reg36.roszdravnadzor.ru, 36.reg.roszdravnadzor.ru","Match(start=17, stop=21, fact=Addr(parts=[AddrPart(value='36', type='дом')]))"
"142850, Московская область, Ступинский р-н, д.Сотниково, ул. Железнодорожная, вл.1","Match(start=0, stop=76, fact=Addr(parts=[AddrPart(value='142850', type='индекс'), AddrPart(value='Московская', type='область'), AddrPart(value='Ступинский', type='район'), AddrPart(value='Сотниково', type='деревня'), AddrPart(value='Железнодорожная', type='улица')]))"
"198216, город Санкт-Петербург, проспект Народного Ополчения, дом 10, литер А","Match(start=0, stop=67, fact=Addr(parts=[AddrPart(value='198216', type='индекс'), AddrPart(value='Санкт-Петербург', type='город'), AddrPart(value='Народного Ополчения', type='проспект'), AddrPart(value='10', type='дом')]))"
"Адрес: 346400, Ростовская область, г. Новочеркасск, ул. Думенко, 20","Match(start=7, stop=63, fact=Addr(parts=[AddrPart(value='346400', type='индекс'), AddrPart(value='Ростовская', type='область'), AddrPart(value='Новочеркасск', type='город'), AddrPart(value='Думенко', type='улица')]))"
"Чувашская республика, 428000, г. Чебоксары, ул Ленинского Комсомола, д. 50, помещение №7","Match(start=0, stop=74, fact=Addr(parts=[AddrPart(value='Чувашская', type='республика'), AddrPart(value='428000', type='индекс'), AddrPart(value='Чебоксары', type='город'), AddrPart(value='Ленинского Комсомола', type='улица'), AddrPart(value='50', type='дом')]))"
"Россия, 350002, г. Краснодар, ул. Садовая, 112","Match(start=8, stop=41, fact=Addr(parts=[AddrPart(value='350002', type='индекс'), AddrPart(value='Краснодар', type='город'), AddrPart(value='Садовая', type='улица')]))"
ул. Коломенская д.5 оф.28,"Match(start=0, stop=25, fact=Addr(parts=[AddrPart(value='Коломенская', type='улица'), AddrPart(value='5', type='дом'), AddrPart(value='28', type='офис')]))"
"Просвещения пр-т,д. 72","Match(start=0, stop=22, fact=Addr(parts=[AddrPart(value='Просвещения', type='проспект'), AddrPart(value='72', type='дом')]))"
"Ореховый б-р, д. 15, стр. 1","Match(start=0, stop=27, fact=Addr(parts=[AddrPart(value='Ореховый', type='бульвар'), AddrPart(value='15', type='дом'), AddrPart(value='1', type='строение')]))"
"123103 Москва, пр. Маршала Жукова д.74 корп 1 195248 Санкт-Петербург, Ириновский пр-т, д.1 E-mail: sales@softsystema.ru Телефоны: В Москве 8 (495) 968-75-24 В Санкт-Петербурге 8 (812) 987-52-62 График работы офиса: 10.00 до 19.00","Match(start=0, stop=175, fact=Addr(parts=[AddrPart(value='123103', type='индекс'), AddrPart(value='Москва', type=None), AddrPart(value='Маршала Жукова', type='проезд'), AddrPart(value='74', type='дом'), AddrPart(value='1', type='корпус'), AddrPart(value='195248', type='индекс'), AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Ириновский', type='проспект'), AddrPart(value='1', type='дом'), AddrPart(value='Москве', type=None), AddrPart(value='Санкт-Петербурге', type=None)]))"
"184602  Россия  Мурманская область  г Североморск  ул. Северная Застава, д.6","Match(start=0, stop=76, fact=Addr(parts=[AddrPart(value='184602', type='индекс'), AddrPart(value='Мурманская', type='область'), AddrPart(value='Североморск', type='город'), AddrPart(value='Северная Застава', type='улица'), AddrPart(value='6', type='дом')]))"
"675000, Амурская обл., г. Благовещенск, ул.Зейская, д. 206","Match(start=0, stop=58, fact=Addr(parts=[AddrPart(value='675000', type='индекс'), AddrPart(value='Амурская', type='область'), AddrPart(value='Благовещенск', type='город'), AddrPart(value='Зейская', type='улица'), AddrPart(value='206', type='дом')]))"
"656031, Алтайский край г.Барнаул, пр-т. Красноармейский, 95а","Match(start=0, stop=55, fact=Addr(parts=[AddrPart(value='656031', type='индекс'), AddrPart(value='Алтайский', type='край'), AddrPart(value='Барнаул', type='город'), AddrPart(value='Красноармейский', type='проспект')]))"
г.Екатеринбург пос. Исток ул. Механизаторов 54,"Match(start=0, stop=43, fact=Addr(parts=[AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Исток', type='посёлок'), AddrPart(value='Механизаторов', type='улица')]))"
"""115054, Москва, Озерковская набережная, 50, стр. 2","Match(start=1, stop=51, fact=Addr(parts=[AddrPart(value='115054', type='индекс'), AddrPart(value='Москва', type=None), AddrPart(value='Озерковская', type='набережная'), AddrPart(value='2', type='строение')]))"
"ул. Сиверса, 12 В — Строительный рынок ст. А2","Match(start=0, stop=11, fact=Addr(parts=[AddrPart(value='Сиверса', type='улица')]))"
"141008, МО, Мытищи, ул. Ядреевская, д. 4","Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='141008', type='индекс'), AddrPart(value='Мытищи', type=None), AddrPart(value='Ядреевская', type='улица'), AddrPart(value='4', type='дом')]))"
"ул. Ивана Черных, д. 125","Match(start=0, stop=24, fact=Addr(parts=[AddrPart(value='Ивана Черных', type='улица'), AddrPart(value='125', type='дом')]))"
