line;match
г. Иркутск, ул. Челябинская, 26у;Match(start=0, stop=27, fact=Addr(parts=[AddrPart(value='Иркутск', type='город'), AddrPart(value='Челябинская', type='улица')]))
400074, г. Волгоград, ул. Баррикадная, д.1Д оф. 103;Match(start=0, stop=51, fact=Addr(parts=[AddrPart(value='400074', type='индекс'), AddrPart(value='Волгоград', type='город'), AddrPart(value='Баррикадная', type='улица'), AddrPart(value='1Д', type='дом'), AddrPart(value='103', type='офис')]))
"СДК Мельчевка"""" : строение 74,  п. Мельчевка, сельское поселение Куликовское , Дмитровский район, Московская область, 141832""";Match(start=18, stop=124, fact=Addr(parts=[AddrPart(value='74', type='строение'), AddrPart(value='Мельчевка', type='посёлок'), AddrPart(value='Дмитровский', type='район'), AddrPart(value='Московская', type='область'), AddrPart(value='141832', type='индекс')]))
Почтовый адрес: 300016, г.Тула, ул.Пржевальского, д.12;Match(start=16, stop=54, fact=Addr(parts=[AddrPart(value='300016', type='индекс'), AddrPart(value='Тула', type='город'), AddrPart(value='Пржевальского', type='улица'), AddrPart(value='12', type='дом')]))
г. Москва, Пресненская наб., д.6, стр.2, БЦ;Match(start=0, stop=39, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='Пресненская', type='набережная'), AddrPart(value='6', type='дом'), AddrPart(value='2', type='строение')]))
Московская обл, гор. Балашиха, ул. Советская, дом 19Б, оф.8;Match(start=0, stop=59, fact=Addr(parts=[AddrPart(value='Московская', type='область'), AddrPart(value='Балашиха', type=None), AddrPart(value='Советская', type='улица'), AddrPart(value='19Б', type='дом'), AddrPart(value='8', type='офис')]))
Россия, 125130, г. Москва, Старопетровский проезд, дом 11, корпус 2;Match(start=0, stop=67, fact=Addr(parts=[AddrPart(value='Россия', type='страна'), AddrPart(value='125130', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Старопетровский', type='проезд'), AddrPart(value='11', type='дом'), AddrPart(value='2', type='корпус')]))
Амурская область, г.Благовещенск, ул.Тенистая, д.127, бизнес центр ТАНДЕМ;Match(start=0, stop=52, fact=Addr(parts=[AddrPart(value='Амурская', type='область'), AddrPart(value='Благовещенск', type='город'), AddrPart(value='Тенистая', type='улица'), AddrPart(value='127', type='дом')]))
ул. Большая Ордынка, д.24;Match(start=0, stop=25, fact=Addr(parts=[AddrPart(value='Большая Ордынка', type='улица'), AddrPart(value='24', type='дом')]))
Адрес: 195279, Санкт-Петербург, Индустриальный пр., д.45, литер А, офис 209;Match(start=7, stop=75, fact=Addr(parts=[AddrPart(value='195279', type='индекс'), AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Индустриальный', type='проезд'), AddrPart(value='45', type='дом'), AddrPart(value='209', type='офис')]))
ул. Дорожная д. 101;Match(start=0, stop=19, fact=Addr(parts=[AddrPart(value='Дорожная', type='улица'), AddrPart(value='101', type='дом')]))
2017-05-23 г. Уссурийск, ул. Ленинградская , д.21б;Match(start=11, stop=50, fact=Addr(parts=[AddrPart(value='Уссурийск', type='город'), AddrPart(value='Ленинградская', type='улица'), AddrPart(value='21б', type='дом')]))
125040, г.Москва, Ленинградский проспект, д.13, стр.1;Match(start=0, stop=53, fact=Addr(parts=[AddrPart(value='125040', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Ленинградский', type='проспект'), AddrPart(value='13', type='дом'), AddrPart(value='1', type='строение')]))
г. Комсомольск-на-Амуре | Рекламно-информационное агентство «Абитуриент» | г. Комсомольск-на-Амуре, пр. Ленина, 44, корп. 4, офис 100-А | (4217) 53-01-58;Match(start=0, stop=135, fact=Addr(parts=[AddrPart(value='Комсомольск-на-Амуре', type='город'), AddrPart(value='Комсомольск-на-Амуре', type='город'), AddrPart(value='Ленина', type='проезд'), AddrPart(value='4', type='корпус'), AddrPart(value='100-А', type='офис')]))
Россия, 127015, г. Москва, ул. Новодмитровская, д. 5а, стр. 1;Match(start=0, stop=61, fact=Addr(parts=[AddrPart(value='Россия', type='страна'), AddrPart(value='127015', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Новодмитровская', type='улица'), AddrPart(value='5а', type='дом'), AddrPart(value='1', type='строение')]))
454112  г.Челябинск, проспект Победы, 306 а;Match(start=0, stop=36, fact=Addr(parts=[AddrPart(value='454112', type='индекс'), AddrPart(value='Челябинск', type='город'), AddrPart(value='Победы', type='проспект')]))
г. Воронеж, Бульвар победы, 13;Match(start=0, stop=10, fact=Addr(parts=[AddrPart(value='Воронеж', type='город')]))
г. Белгород, Ул. Будённого, д. 14;Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Белгород', type='город'), AddrPart(value='Будённого', type='улица'), AddrPart(value='14', type='дом')]))
г. Симферополь, ул. Оленчука, 52;Match(start=0, stop=28, fact=Addr(parts=[AddrPart(value='Симферополь', type='город'), AddrPart(value='Оленчука', type='улица')]))
665000, Россия, Иркутская обл., г. Тайшет, ул. Локомотивная 7-2н.;Match(start=0, stop=59, fact=Addr(parts=[AddrPart(value='665000', type='индекс'), AddrPart(value='Россия', type='страна'), AddrPart(value='Иркутская', type='область'), AddrPart(value='Тайшет', type='город'), AddrPart(value='Локомотивная', type='улица')]))
г. Тольятти, ул. Мира, д.74 | Операционный зал и;Match(start=0, stop=27, fact=Addr(parts=[AddrPart(value='Тольятти', type='город'), AddrPart(value='Мира', type='улица'), AddrPart(value='74', type='дом')]))
г.Севастополь,ул.Гоголя 21;Match(start=0, stop=23, fact=Addr(parts=[AddrPart(value='Севастополь', type='город'), AddrPart(value='Гоголя', type='улица')]))
191124, г. Санкт-Петербург, Смольный пр. д.11;Match(start=0, stop=45, fact=Addr(parts=[AddrPart(value='191124', type='индекс'), AddrPart(value='Санкт-Петербург', type='город'), AddrPart(value='Смольный', type='проезд'), AddrPart(value='11', type='дом')]))
620137, г. Екатеринбург, ул. Студенческая, 1/18 офис 314;Match(start=0, stop=56, fact=Addr(parts=[AddrPart(value='620137', type='индекс'), AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Студенческая', type='улица'), AddrPart(value='314', type='офис')]))
Санкт-Петербург, ул. Тельмана, д. 41;Match(start=0, stop=36, fact=Addr(parts=[AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Тельмана', type='улица'), AddrPart(value='41', type='дом')]))
Адрес: г. Калининград, ул. Земельная, д. 6;Match(start=7, stop=42, fact=Addr(parts=[AddrPart(value='Калининград', type='город'), AddrPart(value='Земельная', type='улица'), AddrPart(value='6', type='дом')]))
Ул. Уфимская, д. 28;Match(start=0, stop=19, fact=Addr(parts=[AddrPart(value='Уфимская', type='улица'), AddrPart(value='28', type='дом')]))
ул. 2-ой Рощинский проезд, дом 8, стр.2, оф 210;Match(start=0, stop=47, fact=Addr(parts=[AddrPart(value='2-ой Рощинский проезд', type='улица'), AddrPart(value='8', type='дом'), AddrPart(value='2', type='строение'), AddrPart(value='210', type='офис')]))
г. Казань, ул. Мавлютова, д. 2;Match(start=0, stop=30, fact=Addr(parts=[AddrPart(value='Казань', type='город'), AddrPart(value='Мавлютова', type='улица'), AddrPart(value='2', type='дом')]))
Москва, Кржижановского ул., д.25;Match(start=0, stop=32, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='Кржижановского', type='улица'), AddrPart(value='25', type='дом')]))
"117105, Москва, Варшавское ш., д.1, стр.1, комн. 43""";Match(start=0, stop=41, fact=Addr(parts=[AddrPart(value='117105', type='индекс'), AddrPart(value='Москва', type=None), AddrPart(value='Варшавское', type='шоссе'), AddrPart(value='1', type='дом'), AddrPart(value='1', type='строение')]))
КГО №35 мкр., д.37;Match(start=14, stop=18, fact=Addr(parts=[AddrPart(value='37', type='дом')]))
Новый Арбат ул., д. 7;Match(start=0, stop=21, fact=Addr(parts=[AddrPart(value='Новый Арбат', type='улица'), AddrPart(value='7', type='дом')]))
"г. Орск | ООО """"Гранд-Сервис"""" | 3537 | 25-00-70 | пр. Ленина, д. 11";Match(start=0, stop=68, fact=Addr(parts=[AddrPart(value='Орск', type='город'), AddrPart(value='Ленина', type='проезд'), AddrPart(value='11', type='дом')]))
AZ 1072, г. Баку, ул. Короглу Рахимова, д. 13а;Match(start=9, stop=46, fact=Addr(parts=[AddrPart(value='Баку', type='город'), AddrPart(value='Короглу Рахимова', type='улица'), AddrPart(value='13а', type='дом')]))
г. Челябинск, ул. Енисейская, 40, Ленинский район показать на карте;Match(start=0, stop=49, fact=Addr(parts=[AddrPart(value='Челябинск', type='город'), AddrPart(value='Енисейская', type='улица'), AddrPart(value='Ленинский', type='район')]))
Адрес: 453500, г.Белорецк, ул. Советская, 63;Match(start=7, stop=40, fact=Addr(parts=[AddrPart(value='453500', type='индекс'), AddrPart(value='Белорецк', type='город'), AddrPart(value='Советская', type='улица')]))
ул. Ангарская, 28, павильон 402;Match(start=0, stop=13, fact=Addr(parts=[AddrPart(value='Ангарская', type='улица')]))
614066, г. Пермь, Шоссе космонавтов, дом 111, корпус 27;Match(start=0, stop=55, fact=Addr(parts=[AddrPart(value='614066', type='индекс'), AddrPart(value='Пермь', type='город'), AddrPart(value='111', type='дом'), AddrPart(value='27', type='корпус')]))
Воронежская область, Лиски, улица Коминтерна, 61;Match(start=0, stop=44, fact=Addr(parts=[AddrPart(value='Воронежская', type='область'), AddrPart(value='Коминтерна', type='улица')]))
1141 | 2 | 80 / 43 / 10 | 13 / 13 | Электрозаводская | Москва, Попов проезд, д.4 | 80000 | с 30.08.2017;Match(start=55, stop=80, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='Попов', type='проезд'), AddrPart(value='4', type='дом')]))
