line,match
"15.08.2017 14:55 | 50 л топлива | Никоноров Владислав Владимирович | АЗС № 56-056, Оренбургская область, г. Бузулук, ул. Московская, 2 |  25.08.2017 12:57","Match(start=83, stop=131, fact=Addr(parts=[AddrPart(value='Оренбургская', type='область'), AddrPart(value='Бузулук', type='город'), AddrPart(value='Московская', type='улица')]))"
"г. Уфа, ул. Губайдуллина 3","Match(start=0, stop=24, fact=Addr(parts=[AddrPart(value='Уфа', type='город'), AddrPart(value='Губайдуллина', type='улица')]))"
"443041, г.Самара, ул. Льва Толстого, д. 123, секция Б, офис № 510","Match(start=0, stop=65, fact=Addr(parts=[AddrPart(value='443041', type='индекс'), AddrPart(value='Самара', type='город'), AddrPart(value='Льва Толстого', type='улица'), AddrPart(value='123', type='дом'), AddrPart(value='№ 510', type='офис')]))"
"г.Магнитогорск , ул.Герцена д.2/2","Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Магнитогорск', type='город'), AddrPart(value='Герцена', type='улица'), AddrPart(value='2/2', type='дом')]))"
"г. Санкт–Петербург, Ул. Плуталова 4","Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Санкт', type='город'), AddrPart(value='Плуталова', type='улица')]))"
"г. Абакан, пр. Дружбы Народов, 2","Match(start=0, stop=29, fact=Addr(parts=[AddrPart(value='Абакан', type='город'), AddrPart(value='Дружбы Народов', type='проезд')]))"
г.Тюмень ул.Щорса 4/8,"Match(start=0, stop=17, fact=Addr(parts=[AddrPart(value='Тюмень', type='город'), AddrPart(value='Щорса', type='улица')]))"
"Ждём вас по адресу: Санкт-Петербург, Комендантская пл., 1, , ТРК «Атмосфера», 5 этаж (м. «Комендантский проспект»).","Match(start=20, stop=112, fact=Addr(parts=[AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Комендантская', type='площадь'), AddrPart(value='Комендантский', type='проспект')]))"
"Фактический адрес: 443099, г. Самара, ул. Степана Разина, 102","Match(start=19, stop=56, fact=Addr(parts=[AddrPart(value='443099', type='индекс'), AddrPart(value='Самара', type='город'), AddrPart(value='Степана Разина', type='улица')]))"
"Пролетарская ул., 13, Иркутск, Иркутская обл., 664011","Match(start=0, stop=53, fact=Addr(parts=[AddrPart(value='Пролетарская', type='улица'), AddrPart(value='Иркутск', type=None), AddrPart(value='Иркутская', type='область'), AddrPart(value='664011', type='индекс')]))"
"Московская область, г.Лобня, ул. Гагарина д.9","Match(start=0, stop=45, fact=Addr(parts=[AddrPart(value='Московская', type='область'), AddrPart(value='Лобня', type='город'), AddrPart(value='Гагарина', type='улица'), AddrPart(value='9', type='дом')]))"
"г.Москва, Москва, ул. Ярославская, д.14, корп. 1,","Match(start=0, stop=48, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='Москва', type=None), AddrPart(value='Ярославская', type='улица'), AddrPart(value='14', type='дом'), AddrPart(value='1', type='корпус')]))"
"460051, г.Оренбург, пр-кт Гагарина, д.21/7 (помещение №3","Match(start=0, stop=42, fact=Addr(parts=[AddrPart(value='460051', type='индекс'), AddrPart(value='Оренбург', type='город'), AddrPart(value='Гагарина', type='проспект'), AddrPart(value='21/7', type='дом')]))"
"603028, г. Нижний Новгород, Московское шоссе, д. 80, оф. 102","Match(start=0, stop=60, fact=Addr(parts=[AddrPart(value='603028', type='индекс'), AddrPart(value='Нижний Новгород', type='город'), AddrPart(value='Московское', type='шоссе'), AddrPart(value='80', type='дом'), AddrPart(value='102', type='офис')]))"
"Фактический адрес: 115088, г. Москва, ул. Южнопортовая, д.7, стр.7, 5 этаж","Match(start=19, stop=66, fact=Addr(parts=[AddrPart(value='115088', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Южнопортовая', type='улица'), AddrPart(value='7', type='дом'), AddrPart(value='7', type='строение')]))"
"129090, г. Москва, Каланчевская ул., д.16, стр. 1","Match(start=0, stop=49, fact=Addr(parts=[AddrPart(value='129090', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Каланчевская', type='улица'), AddrPart(value='16', type='дом'), AddrPart(value='1', type='строение')]))"
"Герцена, д.97, 4","Match(start=9, stop=13, fact=Addr(parts=[AddrPart(value='97', type='дом')]))"
"620027, Свердловская обл., г. Екатеринбург, ул. Шейнкмана, д. 10, корпус 2, оф. 510","Match(start=0, stop=83, fact=Addr(parts=[AddrPart(value='620027', type='индекс'), AddrPart(value='Свердловская', type='область'), AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Шейнкмана', type='улица'), AddrPart(value='10', type='дом'), AddrPart(value='2', type='корпус'), AddrPart(value='510', type='офис')]))"
"г.Сергач, ул.Школьная, д.2","Match(start=0, stop=26, fact=Addr(parts=[AddrPart(value='Сергач', type='город'), AddrPart(value='Школьная', type='улица'), AddrPart(value='2', type='дом')]))"
"214018, г. Смоленск, пр-т Гагарина, д. 24 (вход слева с торца здания)","Match(start=0, stop=41, fact=Addr(parts=[AddrPart(value='214018', type='индекс'), AddrPart(value='Смоленск', type='город'), AddrPart(value='Гагарина', type='проспект'), AddrPart(value='24', type='дом')]))"
"ул. Пограничная, д.21, в","Match(start=0, stop=21, fact=Addr(parts=[AddrPart(value='Пограничная', type='улица'), AddrPart(value='21', type='дом')]))"
"454091, г. Челябинск, ул. Пушкина, д. 32 (вход с","Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='454091', type='индекс'), AddrPart(value='Челябинск', type='город'), AddrPart(value='Пушкина', type='улица'), AddrPart(value='32', type='дом')]))"
"Адрес:  г. Екатеринбург, пр. Космонавтов, 98а, оф.201","Match(start=8, stop=53, fact=Addr(parts=[AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Космонавтов', type='проезд'), AddrPart(value='201', type='офис')]))"
"Россия, г.Белоярский, микрорайон 4а, д.1","Match(start=8, stop=40, fact=Addr(parts=[AddrPart(value='Белоярский', type='город'), AddrPart(value='1', type='дом')]))"
"г. Томск, Красноармейская 18","Match(start=0, stop=8, fact=Addr(parts=[AddrPart(value='Томск', type='город')]))"
"614010, г. Пермь, ул. Куйбышева, д. 103","Match(start=0, stop=39, fact=Addr(parts=[AddrPart(value='614010', type='индекс'), AddrPart(value='Пермь', type='город'), AddrPart(value='Куйбышева', type='улица'), AddrPart(value='103', type='дом')]))"
"и юридический адрес:  Россия, Самарская обл. г. Самара, ул. Симферопольская д. 1","Match(start=30, stop=80, fact=Addr(parts=[AddrPart(value='Самарская', type='область'), AddrPart(value='Самара', type='город'), AddrPart(value='Симферопольская', type='улица'), AddrPart(value='1', type='дом')]))"
"Жилой 128-квартирный дом по ул. Краснова, 38","Match(start=28, stop=40, fact=Addr(parts=[AddrPart(value='Краснова', type='улица')]))"
"Адрес: 445043, Самарская область, г. Тольятти, ул. Коммунальная, 39, оф. 605","Match(start=7, stop=76, fact=Addr(parts=[AddrPart(value='445043', type='индекс'), AddrPart(value='Самарская', type='область'), AddrPart(value='Тольятти', type='город'), AddrPart(value='Коммунальная', type='улица'), AddrPart(value='605', type='офис')]))"
"Уфа, 450006, ул. Ленина, 67","Match(start=0, stop=23, fact=Addr(parts=[AddrPart(value='Уфа', type=None), AddrPart(value='450006', type='индекс'), AddrPart(value='Ленина', type='улица')]))"
"Адрес: г. Нижний Новгород, Канавинский район, Мещерский бульвар, д. 7, корп. 2, оф. 12.","Match(start=7, stop=86, fact=Addr(parts=[AddrPart(value='Нижний Новгород', type='город'), AddrPart(value='Канавинский', type='район'), AddrPart(value='Мещерский', type='бульвар'), AddrPart(value='7', type='дом'), AddrPart(value='2', type='корпус'), AddrPart(value='12', type='офис')]))"
"24.08.2017 17:19 | Кофе | галяутдинов ринат талгатович | АЗС № 18-002, Удмуртская Республика, г. Ижевск, ул. 40 лет Победы, 1","Match(start=71, stop=122, fact=Addr(parts=[AddrPart(value='Удмуртская', type='республика'), AddrPart(value='Ижевск', type='город'), AddrPart(value='40 лет Победы', type='улица')]))"
"г. Сургут, ул. Индустриальная 38","Match(start=0, stop=29, fact=Addr(parts=[AddrPart(value='Сургут', type='город'), AddrPart(value='Индустриальная', type='улица')]))"
"Адрес фактический: 603005, г. Н.Новгород, проспект Гагарина, д. 25 «А».","Match(start=19, stop=70, fact=Addr(parts=[AddrPart(value='603005', type='индекс'), AddrPart(value='Н.Новгород', type='город'), AddrPart(value='Гагарина', type='проспект'), AddrPart(value='25 «А»', type='дом')]))"
"Россия, 107113, г. Москва, ул. Сокольническая Слободка, д.14/18","Match(start=8, stop=63, fact=Addr(parts=[AddrPart(value='107113', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Сокольническая Слободка', type='улица'), AddrPart(value='14/18', type='дом')]))"
Комсомольский проспект д.3,"Match(start=0, stop=26, fact=Addr(parts=[AddrPart(value='Комсомольский', type='проспект'), AddrPart(value='3', type='дом')]))"
"Санкт-Петербург, Александровский сад","Match(start=0, stop=36, fact=Addr(parts=[AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Александровский', type='сад')]))"
"Адрес: г. Москва, ул. Флотская, 9А","Match(start=7, stop=30, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='Флотская', type='улица')]))"
"Адрес: 443109, г. Самара ул. Товарная, д.2","Match(start=7, stop=42, fact=Addr(parts=[AddrPart(value='443109', type='индекс'), AddrPart(value='Самара', type='город'), AddrPart(value='Товарная', type='улица'), AddrPart(value='2', type='дом')]))"
"117420, г. Москва, ул. Намёткина, д. 10Б","Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='117420', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Намёткина', type='улица'), AddrPart(value='10Б', type='дом')]))"
"г. Тула, ул. Тургеневская, д .69, оф. 401а","Match(start=0, stop=42, fact=Addr(parts=[AddrPart(value='Тула', type='город'), AddrPart(value='Тургеневская', type='улица'), AddrPart(value='69', type='дом'), AddrPart(value='401а', type='офис')]))"
"109316, г. Москва, Остаповский проезд, д.3, строение 6, офис 106","Match(start=0, stop=64, fact=Addr(parts=[AddrPart(value='109316', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Остаповский', type='проезд'), AddrPart(value='3', type='дом'), AddrPart(value='6', type='строение'), AddrPart(value='106', type='офис')]))"
"со склада фабрики матрасов и кроватей """"Релакс"""": г. Екатеринбург, ул. Окружная, д. 3, литер Д, офис 212 Телефон: (343) 295-72-19","Match(start=50, stop=104, fact=Addr(parts=[AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Окружная', type='улица'), AddrPart(value='3', type='дом'), AddrPart(value='212', type='офис')]))"
"Адрес: 352700, Краснодарский край, г. Тимашевск, ул. Выборная, 76","Match(start=7, stop=61, fact=Addr(parts=[AddrPart(value='352700', type='индекс'), AddrPart(value='Краснодарский', type='край'), AddrPart(value='Тимашевск', type='город'), AddrPart(value='Выборная', type='улица')]))"
ул.60 лет Октября д.96г,"Match(start=0, stop=23, fact=Addr(parts=[AddrPart(value='60 лет Октября', type='улица'), AddrPart(value='96г', type='дом')]))"
"Мы находимся по адресу: г. Южно-Сахалинск, с. Дальнее, ул. Ударная, 50","Match(start=24, stop=66, fact=Addr(parts=[AddrPart(value='Южно-Сахалинск', type='город'), AddrPart(value='Дальнее', type='село'), AddrPart(value='Ударная', type='улица')]))"
"г. Уфа, ш. Индустриальное, 44/1 г. Уфа, ш. Индустриальное, 44/1","Match(start=0, stop=57, fact=Addr(parts=[AddrPart(value='Уфа', type='город'), AddrPart(value='Индустриальное', type='шоссе'), AddrPart(value='Уфа', type='город'), AddrPart(value='Индустриальное', type='шоссе')]))"
"ул. Мира, д. 44, ТК","Match(start=0, stop=15, fact=Addr(parts=[AddrPart(value='Мира', type='улица'), AddrPart(value='44', type='дом')]))"
"шоссе Энтузиастов, дом 4","Match(start=0, stop=24, fact=Addr(parts=[AddrPart(value='Энтузиастов', type='шоссе'), AddrPart(value='4', type='дом')]))"
"ул. Промышленная, дом 31","Match(start=0, stop=24, fact=Addr(parts=[AddrPart(value='Промышленная', type='улица'), AddrPart(value='31', type='дом')]))"
"Адрес: г. Тула, ул. Михеева, д. 17, оф. 311.","Match(start=7, stop=43, fact=Addr(parts=[AddrPart(value='Тула', type='город'), AddrPart(value='Михеева', type='улица'), AddrPart(value='17', type='дом'), AddrPart(value='311', type='офис')]))"
"601785, г. Кольчугино, ул. Зернова, 11","Match(start=0, stop=34, fact=Addr(parts=[AddrPart(value='601785', type='индекс'), AddrPart(value='Кольчугино', type='город'), AddrPart(value='Зернова', type='улица')]))"
"660049 г. Красноярск, пр. Мира, д. 34","Match(start=0, stop=37, fact=Addr(parts=[AddrPart(value='660049', type='индекс'), AddrPart(value='Красноярск', type='город'), AddrPart(value='Мира', type='проезд'), AddrPart(value='34', type='дом')]))"
"Материалы собраний пер. Квартальный, д. 11","Match(start=19, stop=42, fact=Addr(parts=[AddrPart(value='Квартальный', type='переулок'), AddrPart(value='11', type='дом')]))"
"Россия, г. Екатеринбург, ул. Данилы Зверева 23, оф. 209","Match(start=8, stop=55, fact=Addr(parts=[AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Данилы Зверева', type='улица'), AddrPart(value='209', type='офис')]))"
"Мы расположены Краснодаркий край, Анапа г., ул. Гребенская, 3а. тел.: (86133) 5-65-71","Match(start=44, stop=58, fact=Addr(parts=[AddrPart(value='Гребенская', type='улица')]))"
"Митрофаньевский тупик, д.9А","Match(start=23, stop=27, fact=Addr(parts=[AddrPart(value='9А', type='дом')]))"
"353000, Россия, Краснодарский край, Новопокровский район, ст. Калниболотская, ул. Кооперативная, 33, Актовый зал","Match(start=0, stop=95, fact=Addr(parts=[AddrPart(value='353000', type='индекс'), AddrPart(value='Краснодарский', type='край'), AddrPart(value='Новопокровский', type='район'), AddrPart(value='Кооперативная', type='улица')]))"
"620066, г.Екатеринбург, ул.Академическая, 16, вход со стороны улиц Софьи Ковалевской и","Match(start=0, stop=84, fact=Addr(parts=[AddrPart(value='620066', type='индекс'), AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Академическая', type='улица'), AddrPart(value='Софьи Ковалевской', type='улица')]))"
"г.Санкт-Петербург, Грузовой проезд, д.27","Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='Санкт-Петербург', type='город'), AddrPart(value='Грузовой', type='проезд'), AddrPart(value='27', type='дом')]))"
"Адрес: м. ""Старая Деревня"", ул. Торфяная дорога, 17","Match(start=28, stop=47, fact=Addr(parts=[AddrPart(value='Торфяная дорога', type='улица')]))"
"620137, г.Екатеринбург, ул. Бархотская, д.1 литер ""М""","Match(start=0, stop=43, fact=Addr(parts=[AddrPart(value='620137', type='индекс'), AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Бархотская', type='улица'), AddrPart(value='1', type='дом')]))"
"Санкт-Петербург, Краснопутиловская улица, д.69, офис 638","Match(start=0, stop=56, fact=Addr(parts=[AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Краснопутиловская', type='улица'), AddrPart(value='69', type='дом'), AddrPart(value='638', type='офис')]))"
"404120, Россия, Волгоградская область, г.Волжский, пр. Ленина, 137","Match(start=0, stop=61, fact=Addr(parts=[AddrPart(value='404120', type='индекс'), AddrPart(value='Волгоградская', type='область'), AddrPart(value='Волжский', type='город'), AddrPart(value='Ленина', type='проезд')]))"
"Чунский, ул. Ленина, д. 56 Б","Match(start=9, stop=28, fact=Addr(parts=[AddrPart(value='Ленина', type='улица'), AddrPart(value='56 Б', type='дом')]))"
Санкт -Петербург ул. Химиков д. 18 оф.11,"Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='Санкт -Петербург', type=None), AddrPart(value='Химиков', type='улица'), AddrPart(value='18', type='дом'), AddrPart(value='11', type='офис')]))"
"г. Тамбов, ул. Советская, д. 90 (поворот у","Match(start=0, stop=31, fact=Addr(parts=[AddrPart(value='Тамбов', type='город'), AddrPart(value='Советская', type='улица'), AddrPart(value='90', type='дом')]))"
"ул. Верхнеторговая площадь, дом 1","Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Верхнеторговая площадь', type='улица'), AddrPart(value='1', type='дом')]))"
"г.Нижний Новгород, ул.Геологов, 1С","Match(start=0, stop=30, fact=Addr(parts=[AddrPart(value='Нижний Новгород', type='город'), AddrPart(value='Геологов', type='улица')]))"
"125438, г. Москва, Михалковская 63 «Б","Match(start=0, stop=17, fact=Addr(parts=[AddrPart(value='125438', type='индекс'), AddrPart(value='Москва', type='город')]))"
"ул. Амундсена, д. 65 (Гипермаркет """"РАЙТ"""") тел. 239-56-69","Match(start=0, stop=20, fact=Addr(parts=[AddrPart(value='Амундсена', type='улица'), AddrPart(value='65', type='дом')]))"
"г. Омск, ул. Красный путь, дом 72","Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Омск', type='город'), AddrPart(value='Красный путь', type='улица'), AddrPart(value='72', type='дом')]))"
"Адрес юр.: 603086, г. Н.Новгород ул. Мануфактурная д.14, офис 410.","Match(start=11, stop=65, fact=Addr(parts=[AddrPart(value='603086', type='индекс'), AddrPart(value='Н.Новгород', type='город'), AddrPart(value='Мануфактурная', type='улица'), AddrPart(value='14', type='дом'), AddrPart(value='410', type='офис')]))"
Москва. ул. Октябрьская д. 3/1,"Match(start=0, stop=30, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='Октябрьская', type='улица'), AddrPart(value='3/1', type='дом')]))"
"125371, Москва, Волоколамское шоссе, д. 114 к.2","Match(start=0, stop=45, fact=Addr(parts=[AddrPart(value='125371', type='индекс'), AddrPart(value='Москва', type=None), AddrPart(value='Волоколамское', type='шоссе'), AddrPart(value='114 к', type='дом')]))"
"ул. Илимская, д. 5, корп. 1","Match(start=0, stop=27, fact=Addr(parts=[AddrPart(value='Илимская', type='улица'), AddrPart(value='5', type='дом'), AddrPart(value='1', type='корпус')]))"
"Октябрьский проспект д,112, г. Люберцы 2км","Match(start=0, stop=38, fact=Addr(parts=[AddrPart(value='Октябрьский', type='проспект'), AddrPart(value='Люберцы', type='город')]))"
"Ул.Татарская ,д.18 стр.1","Match(start=0, stop=24, fact=Addr(parts=[AddrPart(value='Татарская', type='улица'), AddrPart(value='18', type='дом'), AddrPart(value='1', type='строение')]))"
"Адрес в Кургане: Машиностроителей проспект, 23г","Match(start=8, stop=42, fact=Addr(parts=[AddrPart(value='Кургане', type=None), AddrPart(value='Машиностроителей', type='проспект')]))"
